KG_l_s,FOB_l_s,KM,NCM
0.043585780533583994,0.04814944846449325,0,31042090
0.10215479323296478,0.10008410421013454,0,31042090
0.05910600553531649,0.05320448840748102,0,31042090
0.07554967799427952,0.07390945800000696,0,31042090
0.10468783355622123,0.10196104756455716,0,31042090
0.043615410609407705,0.041339232522328226,0,31042090
0.0677461269307829,0.060985234107626206,0,31042090
0.04361366766377102,0.04092519213115499,0,31042090
0.0065209870872826765,0.006731192694611458,0,31042090
0.10979227643619768,0.09487390503922587,0,31042090
0.02191198138478286,0.021400926517763392,0,31042090
0.023718291810093668,0.01836383527123882,0,31042090
0.0283078075458949,0.02954170188269592,0,31042090
0.061031585730545915,0.06888244337872902,0,31042090
0.07381897655068828,0.07257732941029042,0,31042090
0.047915945958645914,0.049392134538114606,0,31042090
0.6409598307502182,0.6499498917918163,1,31042090
0.08713222278414791,0.09337544475291128,0,31042090
0.10565764336738771,0.1093770560990679,0,31042090
0.11332490479682346,0.1254836447141152,0,31042090
0.09716374639611132,0.09804660369348633,0,31042090
0.06724771419651532,0.06560850207291662,0,31042090
0.17925789767012792,0.19029529242697119,0,31042090
0.12111966269958298,0.1328138825831915,0,31042090
0.25939625478630307,0.26996331067989776,0,31042090
0.6480875720725451,0.7008245124967043,1,31042090
0.052285423522543346,0.06329015205572952,0,31042090
0.04704447314030142,0.044337753645245434,0,31042090
0.08664603681352169,0.09969328748980708,0,31042090
0.49153622984405393,0.58026033170118,1,31042090
0.05502184817214503,0.055278927114109595,0,31042090
0.46582114108001565,0.5217711714593889,1,31042090
0.07841749460070302,0.09689791072011236,0,31042090
0.09384571821700288,0.11082250992584398,0,31042090
0.14006275406047078,0.14935795494363066,0,31042090
0.09584695096759281,0.1181386880590569,0,31042090
0.22682182961325992,0.2646427363057937,0,31042090
0.01760304503757582,0.01878415233020821,0,31042090
0.04355858186692346,0.05517366739516811,0,31042090
0.06360500138947628,0.07104403361770718,0,31042090
0.10698424286511261,0.1250178218136237,0,31042090
0.04404428852749958,0.04714342415012584,0,31042090
0.12373408115461645,0.1466324688698461,0,31042090
0.315170637166545,0.36760500653385425,1,31042090
0.08674006001589288,0.10935734736218798,0,31042090
0.11305853912989645,0.13512780754958229,0,31042090
0.0439079378903414,0.04948364835458252,0,31042090
0.2405550124536952,0.29059556507600526,1,31042090
0.11894098065372176,0.14735554099996293,0,31042090
0.15558641266510753,0.18286955505737643,0,31042090
0.14377795597653972,0.17628165868855114,0,31042090
0.1524926841599846,0.18512388306304275,0,31042090
0.13050821366617185,0.14959245125249493,0,31042090
0.17907260511949152,0.21014886341628797,0,31042090
0.13070586370137238,0.1601604768208778,0,31042090
0.10979051606110463,0.12901772251673915,0,31042090
0.3163326241636128,0.37915253749516575,1,31042090
0.017414397316588788,0.018685420345774723,0,31042090
0.4527764740544416,0.5396352270573591,1,31042090
0.04394747661210969,0.04952827546261317,0,31042090
0.3987796173523206,0.4449755760733549,1,31042090
0.08713222278414791,0.09914122317379644,0,31042090
0.2846602517901098,0.329847177889333,1,31042090
0.04373287643059236,0.050757278400438914,0,31042090
0.07841749460070302,0.0822445276165694,0,31042090
0.005213777859765941,0.005177026981606005,0,31042090
0.11501935297117157,0.11483279851416209,0,31042090
0.09584695096759281,0.09168843336600024,0,31042090
0.04094416341189,0.03750541244909897,0,31042090
0.026129125500033674,0.025253984577787856,0,31042090
0.0662604487847974,0.053397401792195785,0,31042090
0.04355858186692346,0.03607232365788131,0,31042090
0.047915945958645914,0.03959143160781145,0,31042090
0.1947591158496923,0.14768930281002338,0,31042090
0.23473357402715403,0.18971225275538653,0,31042090
0.17732965948280255,0.1466843455291813,0,31042090
0.09523691999475166,0.07352005352993363,0,31042090
0.13432247589750201,0.10247513804040108,0,31042090
0.055420982722946814,0.04265639125935094,0,31042090
0.2004236891689315,0.14524234386969312,0,31042090
0.10015202669021457,0.07695147643075151,0,31042090
0.152938355359286,0.11803662944069146,0,31042090
0.13419175497475033,0.09957475261847673,0,31042090
0.055698198226462194,0.04428801105296092,0,31042090
0.09309571128007925,0.08924853567694066,0,31042090
0.6348035637521409,0.5021372524595985,1,31042090
0.17863094269515453,0.13752944894842434,0,31042090
0.13070586370137238,0.10440110217031166,0,31042090
0.004281301944137336,0.0034012007453794076,0,31042090
0.08713222278414791,0.07475608633569107,0,31042090
0.1371896214698554,0.10995124566905999,0,31042090
0.04355858186692346,0.03675327934708595,0,31042090
0.12911176562205662,0.10783547510499374,0,31042090
0.09272707827791954,0.07434336404475503,0,31042090
0.0654271464758964,0.05027362976340634,0,31042090
0.18455347196862368,0.12964165467901576,0,31042090
0.04361592477837053,0.03640413970092494,0,31042090
0.2513148258999491,0.20159665247731762,0,31042090
0.09611780471953428,0.07759558807999274,0,31042090
0.028699970314149923,0.02542483547519914,0,31042090
0.06735467005551074,0.05025549019347546,0,31042090
0.08538927714745892,0.06326925075196833,0,31042090
0.1570002030183078,0.12034148462211681,0,31042090
0.13070586370137238,0.11996516700439847,0,31042090
0.08650476235493987,0.08235035223561255,0,31042090
0.05052164968549593,0.041182378594102356,0,31042090
0.04355858186692346,0.04537673046554264,0,31042090
0.03963695418437326,0.03091983844735826,0,31042090
0.24133933799020527,0.25398809272182393,0,31042090
0.004534029061457247,0.00442090819554243,0,31042090
0.11542894519579347,0.19852883694193085,0,31042090
0.260002189836898,0.27971022256718786,1,31042090
0.12895420333649996,0.15810913625173906,0,31042090
0.13577513393840043,0.11330035007173132,0,31042090
0.22239787628348776,0.1534006311377769,0,31042090
0.34212970109040086,0.5164045891103392,1,31042090
0.2790453524215163,0.28660897090861764,1,31042090
0.048119086272602016,0.03657794063220041,0,31042090
0.2664551846148934,0.5727104732259163,1,31042090
0.07364008061053852,0.08810282412076986,0,31042090
0.060898947567593884,0.06310856805638682,0,31042090
0.2701415146364906,0.4843011594166603,1,31042090
0.11638756529597241,0.23955166264065503,0,31042090
0.1307163213751925,0.24335322064141204,0,31042090
0.12983081784447267,0.3166773166027498,0,31042090
0.14480629390218622,0.2429383642834253,0,31042090
0.10019271575610308,0.20092081227236683,0,31042090
0.0006124013789070321,0.0015438719778197623,0,31042090
0.14828050743979837,0.10511099329805657,0,31042090
0.06708834796222465,0.14599287642141812,0,31042090
0.1564945832038325,0.29943537293339534,0,31042090
0.1280917066881844,0.2260770691325686,0,31042090
0.07414536055061466,0.18671078159860513,0,31042090
0.3810115589365913,0.7926610124560158,1,31042090
0.08734904522135202,0.22165048055267064,0,31042090
0.24172139167376747,0.4441754892293793,1,31042090
0.09148958687587036,0.37110980368120916,1,31042090
0.3533467414655274,0.7246681298206966,1,31042090
0.08713222278414791,0.08590824999252292,0,31042090
0.10194726069600422,0.06687337616719737,0,31042090
0.3272500870427052,0.6915997879867152,1,31042090
0.02351819293627359,0.02656951138118357,0,31042090
0.15754487352977312,0.3883796157555785,1,31042090
0.38656300636928115,0.9999999999999999,1,31042090
0.03657547017352908,0.02647837416478343,0,31042090
0.12547702679130543,0.44454126204520006,1,31042090
0.18487716311754138,0.39382427985201246,1,31042090
0.1233514610137223,0.3373911362968683,0,31042090
0.11968578489791988,0.3973538698371622,1,31042090
0.021771761408311233,0.01586926780567474,0,31042090
0.01915734295327776,0.050710328925323685,0,31042090
0.1611333371538702,0.390003923231206,1,31042090
0.06981939562453718,0.20547955609271276,0,31042090
0.16905066770852992,0.46016404510651987,1,31042090
0.13463370498511737,0.35570896359316134,1,31042090
0.043196031745035786,0.12909640054756394,0,31042090
0.05750214696043529,0.15235484413292086,0,31042090
0.13654473158428046,0.5501752273040321,1,31042090
0.17428190988357545,0.2811856788660296,0,31042090
0.11589082578951605,0.4100101113979862,1,31042090
0.08721937006598235,0.16294989075616617,0,31042090
0.11678730987774703,0.20333616819034345,0,31042090
0.05462560691110016,0.19180589806547135,0,31042090
0.09635100213099508,0.1733951447024563,0,31042090
0.18221862199371514,0.6210749917124447,1,31042090
0.13822667412368533,0.5716280618644697,1,31042090
0.026577576697625567,0.06095334863522175,0,31042090
0.09584695096759281,0.1617010221647656,0,31042090
0.04355858186692346,0.06932369312479858,0,31042090
0.06534901022300363,0.19329500611676967,0,31042090
0.23016092129038773,0.548098466230319,1,31042090
0.15711600432640943,0.29345621919077997,0,31042090
0.028743543955067147,0.04246570609170381,0,31042090
0.3320190303170754,0.549452594540661,1,31042090
0.047915945958645914,0.07305328912927271,0,31042090
0.0697580003644848,0.18992581637715064,0,31042090
0.15336415697832909,0.19909191680992375,0,31042090
0.2601416342025613,0.3165276808424895,1,31042090
0.09918382038903384,0.07826056964965616,0,31042090
0.1744300689774222,0.346662308148549,1,31042090
0.21472705053022506,0.34976291927317066,1,31042090
0.4075593312638295,0.7957466537279436,1,31042090
0.19120172023156923,0.4157334281612304,1,31042090
0.04611199722467282,0.048140284529510864,0,31042090
0.09148958687587036,0.0792047374028925,0,31042090
0.4577260387851419,0.6663563795941638,1,31042090
0.18517291484790294,0.17709988510245764,0,31042090
0.06883129359891364,0.06925377104554943,0,31042090
0.07955040926455086,0.08519795088137126,0,31042090
0.17782958857977404,0.16710648847081258,0,31042090
0.0006124013789070321,0.000407763723377082,0,31022100
0.028598051568044534,0.013491352211102162,0,31022100
0.04767346736166974,0.022246236753210302,0,31022100
0.0472731563225632,0.02196636013617984,0,31022100
0.013061486450968085,0.008184272672759866,0,31022100
0.07179590469127066,0.033808141283775024,0,31022100
0.012409581209205489,0.008002531756722255,0,31022100
0.0232168202062337,0.016357592560215448,0,31022100
0.06089832882189286,0.031007774563182364,0,31022100
0.04355859929637983,0.020546326813978177,0,31022100
0.10458718716043063,0.05764645482347954,0,31022100
0.03941908597978714,0.019697784094616245,0,31022100
0.03863982370035168,0.017912417323339497,0,31022100
0.02002044091783797,0.011259369142790143,0,31022100
0.00046425099978847687,0.00015776404505630658,0,31022100
0.06159616068118221,0.02855205967127647,0,31022100
0.033536644455961835,0.017199450628374472,0,31022100
0.03135796241010061,0.01511785652045828,0,31022100
0.07362439409980832,0.04307491946799842,0,31022100
0.0004914758106335588,0.0002008847528158779,0,31022100
0.11109656622977296,0.05470081462674492,0,31022100
0.08757238627523733,0.04043269339252984,0,31022100
0.04573726391278469,0.026257686525070687,0,31022100
0.01915734295327776,0.00887059491293022,0,31022100
0.035220155646439724,0.020332951492247953,0,31022100
0.07667454896401403,0.04535570362842553,0,31022100
0.0331009080467896,0.016243106139613616,0,31022100
0.09213074685778276,0.06084871658305988,0,31022100
0.023078970635827967,0.010121189587974732,0,31022100
0.1202481898812385,0.05989425509463787,0,31022100
0.036590110916877264,0.017104013894533966,0,31022100
0.03484385368347857,0.013801388216893142,0,31022100
0.03484385368347857,0.011723905326383429,0,31022100
0.029615016773411638,0.01547760373519479,0,31022100
0.026129125500033674,0.011455515011419925,0,31022100
0.10216512890059035,0.0456109443243561,0,31022100
0.05467395622306191,0.025349452694967346,0,31022100
0.01567145167989981,0.0058614034547595515,0,31022100
0.027024607394523555,0.015433164927198028,0,31022100
0.04364650475956624,0.011665846149269013,0,31022100
0.06886318950406504,0.024849955471749487,0,31022100
0.0959957113776842,0.03831802124532792,0,31022100
0.04268710904857897,0.015679273071485186,0,31022100
0.04839473312504437,0.025505239589667862,0,31022100
0.08713222278414791,0.0401530992255502,0,31022100
0.041837423050693094,0.020134765706584422,0,31022100
0.016019082187137434,0.006194129614633624,0,31022100
0.06621687514388017,0.02598738182642936,0,31022100
0.04355858186692346,0.02085786922004023,0,31022100
0.09149573947396787,0.0475831988792633,0,31022100
0.11373349482770427,0.04704729698282776,0,31022100
0.060367994038289324,0.022939463327956423,0,31022100
0.01567145167989981,0.006041732120543028,0,31022100
0.1280914452463389,0.06276523432793725,0,31022100
0.020057713810278554,0.005026073121108525,0,31022100
0.08713222278414791,0.03335028975138464,0,31022100
0.07946160618436156,0.03364475962104116,0,31022100
0.07704951757356313,0.03616546940797622,0,31022100
0.055062023069070716,0.018478415841857596,0,31022100
0.01818549389571636,0.009106848688777421,0,31022100
0.02494749550564039,0.011781870353480902,0,31022100
0.013057033224866345,0.005196767101824907,0,31022100
0.04355858186692346,0.025256526628245297,0,31022100
0.038460736036181886,0.018453936837452597,0,31022100
0.060990330207325485,0.03828939964017746,0,31022100
0.007828196314799411,0.003806704868349875,0,31022100
0.009135405542316146,0.00541510099111409,0,31022100
0.06970276641725813,0.04328358728888153,0,31022100
0.03825815346482953,0.020723642679219497,0,31022100
0.04573726391278469,0.024179670117798303,0,31022100
0.15685004825170704,0.0927612728090577,0,31022100
0.1036902063326932,0.057899561452359416,0,31022100
0.03484385368347857,0.01883668803966201,0,31022100
0.03134252862648774,0.02492966915276063,0,31022100
0.18361297850306632,0.13805963907716537,0,31022100
0.03484385368347857,0.046356926291928884,0,31022100
0.00040324790250437063,0.0005406407806216418,0,31022100
0.014568689975566698,0.009315704809694413,0,31022100
0.15728578466087928,0.17012751144777902,0,31022100
0.017414397316588788,0.023194452957175142,0,31022100
0.04357304831570798,0.025885134908030023,0,31022100
0.3052294504269311,0.37503328595390645,1,31022100
0.27275593309152407,0.33401673692297845,1,31022100
0.04355858186692346,0.05802738579202807,0,31022100
0.07100997564477486,0.09809923355295708,0,31022100
0.009571141951488383,0.011849815282374259,0,31022100
0.04355858186692346,0.05418170281666409,0,31022100
0.2291822921742996,0.21290764721273112,1,31022100
0.09423333189714615,0.0810505484850462,0,31022100
0.3368091852398441,0.2953457158807949,1,31022100
0.04922315518616264,0.04665453449548348,0,31022100
0.028743543955067147,0.03093166996615401,0,31022100
0.3602741137574605,0.289538793902506,1,31022100
0.05488772850540182,0.04797235228262479,0,31022100
0.047915945958645914,0.027634850206224627,0,31022100
0.19698222557983275,0.18505835465125092,0,31022100
0.5289655952291814,0.3209411511866935,1,31022100
0.18447573659322736,0.12108526975596096,0,31022100
0.0457446278580997,0.020174434247056106,0,31022100
0.03484385368347857,0.029115986889421838,0,31022100
0.026339263740721083,0.025356357029543114,0,31022100
1.0,0.579615780685193,1,31022100
0.07044323072682089,0.0656899418375717,1,31021010
0.12608705776414658,0.09318067975119665,1,31021010
0.03842055242452802,0.03395981696106906,1,31021010
0.06622173796220653,0.0615401543074841,1,31021010
0.027639841060090216,0.025319952356325424,1,31021010
0.008704688816577556,0.008646392339251633,1,31021010
0.0969556648312752,0.09543864822418474,1,31021010
0.03842055242452802,0.03395981696106906,1,31021010
0.07323082826031577,0.06657470093011743,1,31021010
0.06803766944743186,0.07093425469795246,1,31021010
0.398266999611114,0.4200126719646136,0,31021010
0.03224800631420403,0.02726882632369196,1,31021010
0.13246943709967157,0.13224750746460562,0,31021010
0.07457443019272657,0.08079872857306454,1,31021010
0.10238389472217936,0.11837654238519213,1,31021010
0.017414397316588788,0.01819885305821694,1,31021010
0.017414397316588788,0.019976279844731555,1,31021010
0.026129125500033674,0.026608144271468893,1,31021010
0.06098803823381324,0.055970239305177895,1,31021010
0.06098803823381324,0.05565242023131969,1,31021010
0.017806560084843808,0.016501547936120218,1,31021010
0.1359342387308456,0.1312052667770544,0,31021010
0.10347233812810706,0.10763499833558461,1,31021010
0.001754030770938323,0.002093896376796653,1,31021010
0.07231718487229159,0.07421739132208623,1,31021010
0.09148958687587036,0.08921410815407876,1,31021010
0.04327099583686978,0.04184186807944416,1,31021010
0.08887516842083688,0.08866496248859333,1,31021010
0.04355858186692346,0.0444561002165419,1,31021010
0.1241698175637887,0.11419941996685229,1,31021010
0.006808573117336359,0.008136162014102354,1,31021010
0.15597857543336255,0.14951179607131437,0,31021010
0.2114103469898005,0.20305321600609288,0,31021010
0.0022594850055781272,0.0025750657300497447,1,31021010
0.15205694775081235,0.14584769709529308,0,31021010
0.052709046459540596,0.04421131017249193,1,31021010
0.07141085314121333,0.068110727073192,1,31021010
0.12286260833627195,0.10619626054335041,1,31021010
0.04252762952282193,0.035583402619899965,1,31021010
0.00904302942357163,0.010144632942193364,1,31021010
0.04138525066416688,0.03472290284838637,1,31021010
0.002996751009897566,0.002993782238731114,1,31021010
0.057937883369607535,0.049923956600482655,1,31021010
0.03920121777520102,0.033080110586099234,1,31021010
0.02980151195653736,0.025439271811130294,1,31021010
0.052709046459540596,0.04802849707606138,1,31021010
0.123803798980084,0.10240813461167715,1,31021010
0.08243995168833568,0.0732190559257691,1,31021010
0.0014908459797982865,0.001645616762795403,1,31021010
0.03832974495685653,0.031855564082408756,1,31021010
0.2178531455358213,0.19119969748971888,0,31021010
0.0032494781272174597,0.0029139430243640472,1,31021010
0.028765112907321172,0.022027808713904175,1,31021010
0.12200283068314965,0.10379323827759322,1,31021010
0.013600832263513307,0.012042791433766985,1,31021010
0.1511854749324679,0.14028628697785067,0,31021010
0.04791738388879618,0.04005119752387966,1,31021010
0.004281301944137336,0.004533260549093569,1,31021010
0.0007431223016587138,0.0007757961396045153,1,31021010
0.27113063628531164,0.24472781088876955,0,31021010
0.16578264463973807,0.13404938187218626,0,31021010
0.12430489585063209,0.09898462031228242,1,31021010
0.0037758477094975403,0.004346874898886805,1,31021010
0.06066585473287128,0.05071582100964532,1,31021010
0.05300534721777772,0.04499423033004508,1,31021010
0.13164304557022002,0.12471089275839181,0,31021010
0.04617300032195693,0.04280452061934015,1,31021010
0.05419055025072623,0.0484879177754008,1,31021010
0.05414967817554587,0.05246173892382325,1,31021010
0.12728263132363338,0.11104228744872628,1,31021010
0.1717380284384588,0.16467120413258318,0,31021010
0.06480935939497198,0.061206486647440606,1,31021010
0.03484385368347857,0.03430754435697594,1,31021010
0.0282387956134102,0.026239484188461844,1,31021010
0.14569519617689755,0.14110978579270594,0,31021010
0.04355858186692346,0.054712049862100036,1,31021010
0.09279679610338709,0.10843797244674647,1,31021010
0.013140694615427415,0.01604388470376372,1,31021010
0.007828196314799411,0.00779926187014384,1,31021010
0.0954243040801521,0.11561527930496951,1,31021010
0.005255608555046477,0.007054346936096398,1,31021010
0.015103251402339209,0.018455945371147368,1,31021010
0.03742231517002715,0.050013430499916814,1,31021010
0.009583604012790717,0.013304746877522533,1,31021010
0.06076508062796799,0.0773605268710268,1,31021010
0.047915945958645914,0.06603848520029207,1,31021010
0.021391799259513036,0.03220787344580683,1,31021010
0.08260579296566664,0.10707615521835413,1,31021010
0.057937883369607535,0.08318119475178933,1,31021010
0.011366375957278034,0.017491598130946414,1,31021010
0.028743543955067147,0.03450770729299526,1,31021010
0.06970276641725813,0.09424397865920396,1,31021010
0.01828587013493328,0.02468974352625268,1,31021010
0.10068411313418299,0.1506274110054026,0,31021010
0.016623797175786666,0.023324191680521626,1,31021010
0.009300218481721448,0.012492420531344407,1,31021010
0.03602034198824363,0.05562395554286413,1,31021010
0.01915734295327776,0.030383685484210866,1,31021010
0.12420444117886152,0.20037483632411845,0,31021010
0.041387481634581835,0.062458211122688415,1,31021010
0.07407224398115556,0.12134113811867113,1,31021010
0.017414397316588788,0.04447081900252388,1,31021010
0.05227331005036836,0.08406971984501274,1,31021010
0.04922315518616264,0.13725023138151246,1,31021010
0.03079859886691802,0.07841855337808534,1,31021010
0.03487679535601199,0.04495427933952256,1,31021010
0.11787638945883214,0.18816643501054997,0,31021010
0.25506015463134823,0.5887549855964597,0,31021010
0.04355858186692346,0.08430923748811395,1,31021010
0.008699669133143902,0.02142744543920214,1,31021010
0.01915734295327776,0.039257136280988335,1,31021010
0.12111966269958298,0.23090269686760695,0,31021010
0.10456167915103767,0.2189401212482748,0,31021010
0.01918749591279249,0.04296084103080334,1,31021010
0.09846136942262626,0.19431741253408505,0,31021010
0.09061811405752587,0.18019914674350312,0,31021010
0.08713222278414791,0.17167417654276806,0,31021010
0.06970276641725813,0.15757395617210007,1,31021010
0.002913089619336487,0.007194002794560803,1,31021010
0.18980200416438522,0.27656507848455253,0,31021010
0.013928506043210834,0.025898566977113794,1,31021010
0.004342305041421459,0.011561622080513893,1,31021010
0.06098803823381324,0.14549858883247105,1,31021010
0.028804154889583006,0.06654542027484837,1,31021010
0.03232172419990779,0.055825122745730836,1,31021010
0.06706656114176605,0.10437819233285571,1,31021010
0.2701415146364906,0.37175871698131446,0,31021010
